name,count_2023,count_2024,count_2025,birthDate,deathDate,nationality,occupationType,vol_jump_dates
Anthony Davis,72663.0,23135.0,12530.0,1993-03-11T00:00:00Z,,United States,Celebrity,"[20230416, 20230503, 20230507, 20230511, 20230517, 20230804, 20231210, 20240728, 20241202, 20241226, 20250129, 20250202, 20250208, 20250317]"
Antony Blinken,277894.0,181680.0,11811.0,1962-04-16T00:00:00Z,,United States,Politician,"[20230618, 20230619, 20230906, 20230928, 20231012, 20231103, 20240130, 20240402, 20240515, 20250112, 20250209, 20250309, 20250330]"
Ariana Grande,44392.0,87464.0,44992.0,1993-06-26T00:00:00Z,,United States,Celebrity,"[20230412, 20230626, 20230716, 20230717, 20230728, 20231007, 20240112, 20240308, 20240507, 20240607, 20241013, 20241122, 20241123, 20241130, 20241207, 20241214, 20250104, 20250106, 20250303, 20250328]"
Arnold Schwarzenegger,46346.0,29616.0,9279.0,1947-07-30T00:00:00Z,,United States and Austria,Celebrity,"[20230121, 20230429, 20230525, 20230526, 20230604, 20230607, 20230608, 20230610, 20230611, 20230612, 20230617, 20230618, 20230628, 20230629, 20231224, 20240106, 20240117, 20240118, 20240212, 20240311, 20240730, 20241030, 20241217, 20241218, 20250425]"
Arvind Kejriwal,62389.0,148040.0,42073.0,1968-08-16T00:00:00Z,,India,Politician,"[20231004, 20231030, 20231116, 20231121, 20231130, 20231218, 20240101, 20240104, 20240113, 20240126, 20240321, 20240322, 20240419, 20240420, 20240421, 20240507, 20240510, 20240621, 20240716, 20240721, 20240729, 20240730, 20240915, 20240921, 20241026, 20250208, 20250418]"
Barack Obama,200524.0,269580.0,96722.0,1961-08-04T00:00:00Z,,United States,Politician,"[20230617, 20230725, 20230804, 20230813, 20231223, 20240628, 20240714, 20240721, 20240820, 20240821, 20241011, 20241023, 20241106, 20250109, 20250120, 20250124]"
Ben Affleck,56623.0,78043.0,29444.0,1972-08-15T00:00:00Z,,United States,Celebrity,"[20230206, 20230207, 20230213, 20230326, 20230511, 20230705, 20230909, 20240212, 20240410, 20240506, 20240516, 20240517, 20240821, 20240825, 20241129, 20250322]"
Benjamin Netanyahu,596777.0,770568.0,229396.0,1949-10-21T00:00:00Z,,Israel,Politician,"[20230710, 20230713, 20230723, 20231007, 20240120, 20240126, 20240318, 20240327, 20240331, 20240401, 20240520, 20240530, 20240724, 20240727, 20240928, 20241031, 20241104, 20241121, 20241229]"
Bernard Arnault,13735.0,11487.0,5577.0,1949-03-05T00:00:00Z,,France,Entrepreneur,"[20230112, 20230127, 20230131, 20230404, 20230405, 20230617, 20230829, 20230904, 20230920, 20231006, 20231029, 20231101, 20240127, 20240128, 20240211, 20240403, 20240809, 20241128, 20241207, 20241218, 20250120, 20250129, 20250415, 20250522, 20250525]"
Bernie Sanders,37156.0,52836.0,23151.0,1941-09-08T00:00:00Z,,United States,Politician,"[20230208, 20230329, 20230425, 20230827, 20240306, 20240423, 20240628, 20240721, 20240821, 20241106, 20250109, 20250305, 20250321, 20250322, 20250413]"
Bill Clinton,85642.0,114585.0,36029.0,1946-08-19T00:00:00Z,,United States,Politician,"[20240104, 20240628, 20240822, 20241014, 20241223, 20241224, 20241229, 20250109, 20250120]"
Bill Gates,109927.0,45749.0,21817.0,1955-10-28T00:00:00Z,<null>,United States,Entrepreneur,"[20230304, 20230330, 20230521, 20230522, 20240104, 20240228, 20240229, 20240301, 20240303, 20240329, 20240513, 20240616, 20240719, 20240803, 20240804, 20240819, 20241020, 20241023, 20250126, 20250202, 20250209, 20250507, 20250508, 20250509]"
Billie Eilish,42248.0,78009.0,34415.0,2001-12-18T00:00:00Z,,United States,Celebrity,"[20230325, 20230330, 20230502, 20230611, 20230713, 20231019, 20231114, 20231203, 20231204, 20231217, 20240108, 20240205, 20240310, 20240311, 20240404, 20240423, 20240429, 20240517, 20240811, 20250131, 20250203]"
Blake Lively,24866.0,47297.0,39086.0,1987-08-25T00:00:00Z,,United States,Celebrity,"[20230127, 20230213, 20230408, 20231002, 20240211, 20240212, 20240507, 20240723, 20240807, 20240814, 20240815, 20241221, 20241222, 20250101]"
Blake Shelton,46879.0,52460.0,22961.0,1976-06-18T00:00:00Z,,United States,Celebrity,"[20230307, 20230408, 20230524, 20230722, 20230723, 20230815, 20230906, 20231017, 20231020, 20231220, 20231223, 20240101, 20240110, 20240111, 20240126, 20240128, 20240211, 20240410, 20240517, 20240815, 20241001, 20250101, 20250527]"
Bob Dylan,52291.0,64754.0,44794.0,2000-01-01T00:00:00Z,,United States,Celebrity,"[20230310, 20230524, 20230602, 20240317, 20240524, 20240615, 20240724, 20241008, 20241225, 20241226, 20250104, 20250111, 20250118, 20250125, 20250126, 20250201, 20250208, 20250215, 20250301, 20250302, 20250303, 20250308, 20250329, 20250405, 20250412]"
Bob Iger,31334.0,15685.0,2677.0,1951-02-10T00:00:00Z,,United States,Entrepreneur,"[20230110, 20230209, 20230327, 20230402, 20230508, 20230513, 20230521, 20230630, 20230712, 20230713, 20230714, 20231130, 20240124, 20240717, 20240908, 20240915, 20241013, 20241021, 20241107, 20250124, 20250302]"
Bobby Bones,52895.0,62157.0,20086.0,1980-04-02T00:00:00Z,,United States,Celebrity,"[20230111, 20230316, 20230403, 20230418, 20230627, 20230705, 20230913, 20231109, 20240206, 20240226, 20240517, 20240613, 20240708, 20240819, 20241006, 20241227, 20250331, 20250427, 20250509]"
Boris Johnson,304639.0,105857.0,15793.0,1964-06-19T00:00:00Z,,United Kingdom,Politician,"[20230130, 20230322, 20230519, 20230609, 20230610, 20230615, 20230711, 20240407, 20240705, 20240929, 20250524]"
Brad Pitt,56501.0,50395.0,18836.0,1981-11-08T00:00:00Z,,United States,Celebrity,"[20230111, 20230115, 20230225, 20230512, 20230602, 20230709, 20230716, 20231110, 20231202, 20231210, 20231218, 20240202, 20240405, 20240426, 20240601, 20240706, 20240708, 20240901, 20240902, 20240928, 20241231, 20250114, 20250115, 20250209]"
Brad Smith,11321.0,7516.0,2686.0,1959-01-17T00:00:00Z,,United States,Entrepreneur,"[20230111, 20230221, 20230306, 20230427, 20230528, 20230530, 20230928, 20230930, 20231009, 20231111, 20231115, 20231129, 20231230, 20240101, 20240203, 20240209, 20240220, 20240224, 20240316, 20240331, 20240501, 20240529, 20240601, 20240613, 20240813, 20240908, 20241011, 20241021, 20241206, 20241227, 20250131, 20250223, 20250430, 20250516]"
Britney Spears,143234.0,53487.0,11896.0,1981-12-02T00:00:00Z,,United States,Celebrity,"[20230120, 20230706, 20230707, 20230812, 20230816, 20230817, 20230914, 20230926, 20231017, 20231018, 20231024, 20240104, 20240503, 20240523, 20240625, 20240912]"
Bruce Springsteen,58845.0,71855.0,21916.0,1949-09-23T00:00:00Z,,United States,Celebrity,"[20230214, 20230428, 20230429, 20230512, 20230518, 20230530, 20230611, 20230624, 20230721, 20230816, 20230907, 20230927, 20231031, 20231103, 20231106, 20240202, 20240525, 20240612, 20240923, 20241001, 20241004, 20241025, 20250412, 20250516, 20250517, 20250524, 20250531]"
Carlo Ancelotti,35637.0,37701.0,18991.0,1959-06-10T00:00:00Z,,Italy,Celebrity,"[20230210, 20230221, 20230412, 20230517, 20230610, 20230705, 20231229, 20240213, 20240306, 20240409, 20240417, 20240430, 20240508, 20240601, 20240629, 20240814, 20241026, 20241127, 20250211, 20250312, 20250408, 20250416, 20250512]"
Carrie Underwood,47316.0,64602.0,42959.0,1983-03-10T00:00:00Z,,United States,Celebrity,"[20230928, 20240829, 20250101, 20250113, 20250114, 20250120, 20250310]"
Chris Christie,71262.0,22459.0,993.0,1962-09-06T00:00:00Z,,United States,Politician,"[20230531, 20230606, 20230607, 20230613, 20230824, 20230928, 20231109, 20231207, 20240110, 20240111, 20240911, 20241214, 20250425]"
Chris Evans,25442.0,18939.0,6971.0,1981-06-13T00:00:00Z,,United States,Celebrity,"[20230106, 20230107, 20230214, 20230421, 20230610, 20230613, 20230821, 20230910, 20230911, 20231015, 20241003, 20241210]"
Chris Hemsworth,19871.0,28167.0,6158.0,1983-08-11T00:00:00Z,,Australia,Celebrity,"[20230115, 20230403, 20230607, 20230616, 20230617, 20230624, 20230701, 20230811, 20231006, 20231007, 20231201, 20240310, 20240501, 20240507, 20240523, 20240524, 20240824, 20241012, 20241116, 20250215, 20250222, 20250326]"
Chris Pratt,22535.0,12119.0,6956.0,1978-06-21T00:00:00Z,,United States,Celebrity,"[20230207, 20230318, 20230405, 20230409, 20230503, 20230505, 20230506, 20230513, 20230527, 20230922, 20230930, 20231025, 20231113, 20240316, 20240420, 20240629, 20240914, 20241017, 20241112, 20250210, 20250225, 20250227, 20250307, 20250313, 20250315]"
Chris Stapleton,43355.0,52685.0,13057.0,1978-04-15T00:00:00Z,,United States,Celebrity,"[20230206, 20230212, 20230213, 20230512, 20231109, 20240414, 20240517, 20241121, 20250101, 20250109, 20250509]"
Chuck Schumer,28754.0,34076.0,24446.0,1950-11-23T00:00:00Z,,United States,Politician,"[20240311, 20240314, 20240315, 20240617, 20240618, 20241018, 20241106, 20250314]"
Cristiano Ronaldo,857002.0,59726.0,15457.0,1985-02-05T00:00:00Z,,Portugal,Celebrity,"[20230103, 20230119, 20230204, 20230205, 20230225, 20230314, 20230324, 20230326, 20230812, 20230916, 20231013, 20231208, 20240205, 20240217, 20240504, 20240611, 20240618, 20240622, 20240701, 20240705, 20240817, 20240821, 20240822, 20240905, 20241012, 20241115, 20241129, 20250203, 20250205, 20250323, 20250506]"
Cyril Ramaphosa,55518.0,40568.0,12545.0,1952-11-17T00:00:00Z,,South Africa,Politician,"[20230116, 20230214, 20230306, 20230511, 20230616, 20231014, 20231028, 20231029, 20231030, 20240107, 20240526, 20240614, 20240615, 20240616, 20240619, 20240630, 20240922, 20240924, 20241202, 20241222, 20250203, 20250315, 20250505, 20250521]"
Dana White,62752.0,20710.0,10411.0,1969-07-29T00:00:00Z,,United States,Entrepreneur,"[20230103, 20230112, 20240414, 20240719, 20241106, 20241117, 20250107]"
Danielle Smith,35249.0,36333.0,27989.0,1971-04-01T00:00:00Z,,Canada,Politician,"[20230228, 20230530, 20230913, 20230921, 20240123, 20240201, 20240411, 20240507, 20240717, 20240725, 20240814, 20240917, 20240924, 20241002, 20250112, 20250113, 20250116, 20250202, 20250304, 20250323, 20250324, 20250429, 20250505]"
David Beckham,54609.0,30701.0,12435.0,1975-05-02T00:00:00Z,,United Kingdom,Celebrity,"[20230603, 20230607, 20230722, 20230820, 20231004, 20231005, 20231006, 20231014, 20231021, 20231115, 20250210, 20250502]"
David Solomon ,4316.0,2027.0,1247.0,1962-01-17T00:00:00Z,,United States,Entrepreneur,"[20230115, 20230117, 20230205, 20230312, 20230404, 20230516, 20230521, 20230621, 20230723, 20230726, 20230728, 20230806, 20230811, 20230812, 20230814, 20231017, 20240405, 20240428, 20240713, 20240719, 20240811, 20241006, 20241129, 20241226, 20250117, 20250207, 20250312, 20250412, 20250527]"
Dolly Parton,89506.0,84397.0,38048.0,1946-01-19T00:00:00Z,,United States,Celebrity,"[20231118, 20231123, 20250304]"
Donald Trump,1910209.0,3705629.0,2572869.0,1945-06-14T00:00:00Z,,United States,Politician,"[20230318, 20230330, 20230404, 20230609, 20230825, 20240530, 20240628, 20240713, 20240714, 20240911, 20241105, 20241106, 20250120]"
Dua Lipa,48028.0,70201.0,13970.0,1995-08-22T00:00:00Z,,United Kingdom and Albania,Celebrity,"[20230404, 20230502, 20230520, 20230710, 20230928, 20231110, 20231117, 20231118, 20231119, 20240205, 20240503, 20240505, 20240512, 20240628, 20240912, 20240918, 20240920, 20241208, 20241216, 20241227, 20250401]"
Ed Sheeran,73907.0,33650.0,19102.0,1991-02-17T00:00:00Z,,United Kingdom,Celebrity,"[20230217, 20230301, 20230321, 20230324, 20230416, 20230428, 20230502, 20230503, 20230504, 20230505, 20230508, 20230910, 20230929, 20231020, 20231026, 20240705, 20240710, 20240817, 20250327, 20250404]"
Eknath Shinde,51718.0,56143.0,14080.0,1964-02-09T00:00:00Z,,India,Politician,"[20230217, 20230511, 20230702, 20240328, 20240416, 20240604, 20240916, 20241013, 20241123, 20241126, 20241130, 20241205, 20250316, 20250324, 20250406, 20250513, 20250517, 20250529]"
Elon Musk,405985.0,441823.0,513483.0,1971-06-28T00:00:00Z,,United States and South Africa,Entrepreneur,"[20230213, 20230420, 20230622, 20230910, 20231028, 20231118, 20231130, 20240130, 20240407, 20240624, 20240716, 20240723, 20240813, 20240911, 20241006, 20241105, 20241106, 20241113, 20250120, 20250121, 20250529]"
Elton John,121132.0,85474.0,42175.0,1987-04-08T00:00:00Z,,United Kingdom,Celebrity,"[20230625, 20240116, 20240409, 20241202, 20250207, 20250303, 20250325, 20250404, 20250419, 20250531]"
Eric Trump,48876.0,29192.0,8617.0,1984-01-06T00:00:00Z,,United States,Entrepreneur,"[20230218, 20230228, 20240116, 20240527, 20240710, 20240714, 20240716, 20240719, 20240926, 20241106, 20241224, 20250120, 20250127]"
Evan Williams,1749.0,2578.0,1147.0,1972-03-31T00:00:00Z,,United States,Entrepreneur,"[20230314, 20230510, 20230525, 20230613, 20230707, 20230803, 20230810, 20230814, 20230923, 20230928, 20231223, 20240126, 20240329, 20240427, 20240507, 20240509, 20240511, 20240513, 20240622, 20240703, 20240924, 20241013, 20241020, 20241117, 20241119, 20241206, 20241220, 20241223, 20241224, 20241231, 20250108, 20250112, 20250116, 20250131, 20250225, 20250318, 20250322, 20250408, 20250509, 20250513, 20250521]"
Fedor Emelianenko,113728.0,504.0,218.0,1976-09-28T00:00:00Z,,Russia,Celebrity,"[20230103, 20230105, 20230115, 20230121, 20230126, 20230128, 20230204, 20230205, 20230304, 20230307, 20230409, 20230517, 20230617, 20230708, 20230723, 20230805, 20230808, 20230810, 20230901, 20230907, 20230916, 20231021, 20240723, 20241010, 20250126, 20250215, 20250413]"
Gautam Adani,26607.0,27157.0,8447.0,1962-06-24T00:00:00Z,,India,Entrepreneur,"[20230127, 20230131, 20230202, 20230203, 20230917, 20240103, 20240105, 20240302, 20240315, 20240805, 20240806, 20240829, 20240830, 20241010, 20241120, 20241121, 20241127, 20241216, 20250313, 20250505]"
Gavin Newsom,121938.0,108181.0,58935.0,1967-10-10T00:00:00Z,,United States,Politician,"[20230613, 20231201, 20240628, 20240718, 20240721, 20240918, 20250109, 20250125]"
George Clooney,28644.0,43943.0,12885.0,1961-05-06T00:00:00Z,,United States,Celebrity,"[20240321, 20240529, 20240710, 20240711, 20240901, 20240902, 20240927, 20240928, 20250130, 20250417]"
George Soros,30161.0,17168.0,12134.0,1930-08-12T00:00:00Z,,United States and Hungary,Entrepreneur,"[20230217, 20230331, 20230514, 20230515, 20230611, 20230612, 20231225, 20240426, 20250104, 20250105]"
Gianni Infantino,8622.0,4503.0,2619.0,1970-03-23T00:00:00Z,,Italy and Switzerland  ,Entrepreneur,"[20230102, 20230103, 20230227, 20230316, 20230330, 20230717, 20230728, 20230818, 20231110, 20231206, 20240113, 20240601, 20240713, 20241205, 20250120, 20250516, 20250523, 20250524]"
Gina Rinehart,6557.0,6616.0,3127.0,1954-02-09T00:00:00Z,,Australia,Entrepreneur,"[20231002, 20231004, 20231014, 20231211, 20240129, 20240226, 20240324, 20240422, 20240429, 20240506, 20240514, 20240515, 20240516, 20240517, 20240701, 20240703, 20240709, 20240806, 20240915, 20241002, 20241019, 20241021, 20241209, 20241222, 20250505]"
Giorgia Meloni,50491.0,43618.0,25403.0,1977-01-15T00:00:00Z,,Italy,Politician,"[20230115, 20230302, 20230917, 20231020, 20231101, 20231202, 20240104, 20240320, 20240321, 20240322, 20240428, 20240610, 20240613, 20240614, 20240615, 20240924, 20250105, 20250115, 20250417]"
Graham Potter,122564.0,2747.0,1732.0,1975-05-20T00:00:00Z,,United Kingdom,Celebrity,"[20230108, 20230211, 20230218, 20230226, 20230401, 20230402, 20230907, 20231214, 20240104, 20240120, 20240126, 20240301, 20240411, 20240430, 20240518, 20240625, 20240706, 20240716, 20240927, 20241028, 20241103, 20250106, 20250126, 20250222, 20250426]"
Greg Abbott,80322.0,72699.0,18418.0,1957-11-13T00:00:00Z,,United States,Politician,"[20230108, 20230109, 20230123, 20230501, 20230507, 20230508, 20240125, 20240126, 20240229, 20240301, 20240705, 20240718, 20240911, 20241116, 20250113, 20250120, 20250202, 20250325, 20250326]"
Gretchen Whitmer,32102.0,44169.0,10224.0,1971-08-23T00:00:00Z,,United States,Politician,"[20230126, 20231104, 20231128, 20240121, 20240401, 20240505, 20240609, 20240622, 20240628, 20240719, 20240721, 20240818, 20240823, 20250409, 20250413, 20250528]"
Gwyneth Paltrow,60339.0,20355.0,9364.0,1972-09-27T00:00:00Z,,United States,Entrepreneur,"[20230107, 20230125, 20230314, 20230321, 20230322, 20230324, 20230325, 20230330, 20230331, 20230503, 20230802, 20230825, 20231019, 20240321, 20240629, 20241122, 20241201, 20250318, 20250319]"
Hakeem Jeffries,62892.0,48740.0,18966.0,1970-08-04T00:00:00Z,,United States,Politician,"[20230103, 20230107, 20230208, 20231017, 20231020, 20231025, 20231114, 20240221, 20240312, 20240505, 20240628, 20240822, 20241130, 20250103, 20250120, 20250427]"
Harrison Ford,54816.0,31777.0,14657.0,1942-07-13T00:00:00Z,,United States,Celebrity,"[20230213, 20230313, 20230407, 20230518, 20230519, 20230521, 20230625, 20230627, 20230628, 20230716, 20231202, 20231210, 20240115, 20240316, 20240622, 20240712, 20240810, 20241009, 20241213, 20250106, 20250210, 20250302, 20250420]"
Harry Kane,67371.0,21328.0,3608.0,1993-07-28T00:00:00Z,,United Kingdom,Celebrity,"[20230205, 20230323, 20230810, 20230811, 20230812, 20231017, 20231028, 20231104, 20240309, 20240427, 20240430, 20240508, 20240616, 20240620, 20240630, 20240706, 20240710, 20240714, 20240907, 20240914, 20241019, 20241102, 20241130, 20250201, 20250212, 20250218, 20250305, 20250311, 20250503]"
Harry Styles,77051.0,43773.0,10081.0,1994-02-01T00:00:00Z,,United Kingdom,Celebrity,"[20230201, 20230206, 20230211, 20230326, 20230722, 20230810, 20231027, 20231107, 20231110, 20240201, 20240218, 20240713, 20241016, 20241017, 20241120, 20250201, 20250307]"
Hillary Clinton,90235.0,159510.0,29768.0,1947-10-26T00:00:00Z,,United States,Politician,"[20230609, 20230815, 20231006, 20240208, 20240628, 20240721, 20240820, 20240822, 20241103, 20241106, 20250104, 20250109, 20250120, 20250204]"
Howard Schultz,6253.0,3248.0,1515.0,1953-07-19T00:00:00Z,,United States,Entrepreneur,"[20230103, 20230215, 20230219, 20230222, 20230319, 20230320, 20230329, 20230330, 20230417, 20230501, 20230523, 20230811, 20230827, 20230909, 20231128, 20240501, 20240506, 20240813, 20250418, 20250528]"
Hugh Jackman,43746.0,44048.0,7564.0,1968-10-12T00:00:00Z,,Australia,Celebrity,"[20230915, 20230916, 20240723, 20240725, 20240726, 20240803, 20250107, 20250227, 20250528]"
Hunter Biden,392687.0,408157.0,24560.0,1970-02-04T00:00:00Z,,United States,Entrepreneur,"[20230620, 20230726, 20231208, 20240110, 20240611, 20241202]"
Imran Khan,272676.0,159679.0,30579.0,1952-10-05T00:00:00Z,,Pakistan,Politician,"[20230314, 20230318, 20230509, 20230805, 20240130, 20240208, 20250117, 20250503, 20250510]"
Isabel Diaz,36525.0,64521.0,25648.0,1966-07-27T00:00:00Z,,Spain,Politician,"[20230124, 20230502, 20230528, 20230529, 20230712, 20231115, 20231117, 20231218, 20231220, 20240313, 20240321, 20240422, 20240512, 20240529, 20240621, 20240921, 20241013, 20241118, 20241121]"
Jack Dorsey,19120.0,6161.0,1171.0,1976-11-19T00:00:00Z,,United States,Entrepreneur,"[20230323, 20230324, 20230428, 20230430, 20230501, 20230605, 20230612, 20230613, 20240212, 20240812, 20241122, 20241123, 20241211, 20250219]"
Jack Ma,23119.0,2302.0,2155.0,1964-09-10T00:00:00Z,,People's Republic of China,Entrepreneur,"[20230107, 20230327, 20230501, 20230620, 20230924, 20230925, 20240603, 20240924, 20241208, 20250115, 20250217, 20250315, 20250329, 20250406]"
Jair Bolsonaro,71205.0,32663.0,11849.0,1955-03-21T00:00:00Z,,Brazil,Politician,"[20230108, 20230109, 20230113, 20230121, 20230127, 20230218, 20230227, 20230329, 20230330, 20230503, 20230628, 20230630, 20230811, 20230818, 20230823, 20230824, 20230915, 20230922, 20230927, 20231115, 20240208, 20240225, 20240328, 20240927, 20241006, 20241106, 20250219, 20250325, 20250411]"
Jamie Dimon,16286.0,11894.0,6847.0,1956-03-13T00:00:00Z,,United States,Entrepreneur,"[20230119, 20230404, 20230501, 20230511, 20230531, 20230926, 20231027, 20231029, 20231129, 20240117, 20240118, 20240119, 20240408, 20240409, 20240717, 20241004, 20241115, 20241125, 20241126, 20250112, 20250122, 20250208, 20250213, 20250214, 20250225, 20250313, 20250407, 20250409, 20250530]"
Janet Yellen,137787.0,31102.0,3637.0,1946-08-13T00:00:00Z,,United States,Politician,"[20230113, 20230227, 20230311, 20230312, 20230316, 20230321, 20230323, 20230502, 20230507, 20230703, 20230706, 20230707, 20230708, 20230709, 20230717, 20230816, 20231016, 20240308, 20240408, 20240626, 20240709, 20240817, 20240823, 20240923, 20241017, 20241124, 20241125, 20241202, 20241228, 20250116, 20250410]"
Jason Aldean,31245.0,43408.0,19471.0,1977-02-28T00:00:00Z,,United States,Celebrity,"[20230213, 20230217, 20230520, 20230709, 20230714, 20230716, 20230719, 20230720, 20230721, 20230907, 20230915, 20230922, 20231103, 20240427, 20240517, 20240718, 20240719, 20241024, 20250120, 20250121, 20250529]"
Jason Kelce,26338.0,45470.0,14966.0,1987-11-05T00:00:00Z,,United States,Celebrity,"[20230122, 20230129, 20230130, 20230212, 20230213, 20230305, 20230313, 20230906, 20231105, 20231121, 20240116, 20240122, 20240128, 20240211, 20240212, 20240304, 20240407, 20241102, 20241103, 20241122, 20250118, 20250126, 20250210, 20250402]"
Jeff Bezos,35655.0,45686.0,40158.0,1964-01-12T00:00:00Z,,United States,Entrepreneur,"[20230506, 20230519, 20230523, 20230614, 20230726, 20230727, 20231015, 20231103, 20231113, 20231114, 20240305, 20240411, 20240611, 20241025, 20241029, 20241222, 20250116, 20250120, 20250121, 20250226, 20250414, 20250525]"
Jennifer Aniston,56011.0,45448.0,15151.0,1969-02-11T00:00:00Z,,United States,Celebrity,"[20230331, 20230401, 20231029, 20240430, 20240725, 20250124]"
Jennifer Lopez,86491.0,126768.0,34907.0,1969-07-24T00:00:00Z,,United States,Celebrity,"[20230127, 20230128, 20230512, 20230513, 20230726, 20230930, 20231216, 20240217, 20240516, 20240517, 20240524, 20240525, 20240526, 20240531, 20240601, 20240821, 20241101, 20241214, 20250202, 20250305, 20250404, 20250408, 20250527]"
Jerome Powell,110194.0,98540.0,41669.0,1953-02-04T00:00:00Z,,United States,Politician,"[20230109, 20230110, 20230130, 20230201, 20230206, 20230207, 20230306, 20230307, 20230322, 20230519, 20230621, 20230726, 20230825, 20231002, 20231019, 20231101, 20231108, 20231201, 20231213, 20240131, 20240205, 20240501, 20240709, 20240823, 20240918, 20240930, 20241107, 20241204, 20241218, 20250129, 20250211, 20250307, 20250319, 20250404, 20250416, 20250417, 20250421, 20250507, 20250525]"
Jill Biden,101951.0,84244.0,14679.0,1951-06-03T00:00:00Z,,United States,Celebrity,"[20230105, 20230112, 20230129, 20230206, 20230208, 20230404, 20230506, 20230905, 20231214, 20240101, 20240111, 20240308, 20240413, 20240606, 20240628, 20240721, 20240725, 20240820, 20241001, 20241031, 20241106, 20241202, 20241207, 20250109, 20250120, 20250426, 20250519]"
Jim Jordan,92584.0,20238.0,4023.0,1964-02-17T00:00:00Z,,United States,Politician,"[20230103, 20230411, 20230617, 20230907, 20230908, 20231004, 20231006, 20231013, 20231017, 20231020, 20240915]"
Jimmy Fallon,39373.0,38406.0,14399.0,1974-09-19T00:00:00Z,,United States,Celebrity,"[20230429, 20230801, 20230907, 20230908, 20231021, 20231022, 20231028, 20231123, 20240515, 20240618, 20240810, 20241128, 20241205, 20241219, 20241231, 20250114, 20250212]"
Jimmy Kimmel,35215.0,52032.0,9358.0,1967-11-13T00:00:00Z,,United States,Celebrity,"[20230313, 20230411, 20230518, 20240103, 20240109, 20240310, 20240311, 20241107]"
Joe Biden,2111874.0,2489224.0,440975.0,1942-11-20T00:00:00Z,,United States,Politician,"[20230208, 20230425, 20240209, 20240308, 20240628, 20240718, 20240721, 20240820, 20241106, 20241202, 20250120, 20250518]"
Johnny Depp,79060.0,25819.0,7243.0,1963-06-09T00:00:00Z,,United States,Celebrity,"[20230112, 20230516, 20230517, 20230609, 20230722, 20230724, 20230725, 20230813, 20230816, 20230817, 20230819, 20230905, 20231216, 20231218, 20240209, 20240327, 20240522, 20240923, 20241027, 20241108, 20241109, 20250222, 20250227, 20250412, 20250415]"
