name,count_2023,count_2024,count_2025,birthDate,deathDate,nationality,occupationType,vol_jump_dates
Evan Williams,1749.0,2578.0,1147.0,1972-03-31T00:00:00Z,,United States,Entrepreneur,"[20230314, 20240427, 20241013, 20250108, 20250116]"
Fedor Emelianenko,113728.0,504.0,218.0,1976-09-28T00:00:00Z,,Russia,Celebrity,"[20230205, 20230810, 20230907, 20250126, 20250215]"
Gautam Adani,26607.0,27157.0,8447.0,1962-06-24T00:00:00Z,,India,Entrepreneur,"[20230917, 20240105, 20240302, 20240805, 20240829, 20241010, 20241120, 20250313, 20250505]"
Gavin Newsom,121938.0,108181.0,58935.0,1967-10-10T00:00:00Z,,United States,Politician,[20240628]
George Clooney,28644.0,43943.0,12885.0,1961-05-06T00:00:00Z,,United States,Celebrity,"[20240529, 20240710, 20250130]"
George Soros,30161.0,17168.0,12134.0,1930-08-12T00:00:00Z,,United States and Hungary,Entrepreneur,"[20230217, 20230514, 20230611, 20231225, 20250104]"
Gianni Infantino,8622.0,4503.0,2619.0,1970-03-23T00:00:00Z,,Italy and Switzerland  ,Entrepreneur,"[20230316, 20230717, 20230818, 20231206, 20240113, 20250120, 20250523]"
Gina Rinehart,6557.0,6616.0,3127.0,1954-02-09T00:00:00Z,,Australia,Entrepreneur,"[20231002, 20231004, 20231014, 20231211, 20240129, 20240226, 20240324, 20240422, 20240429, 20240506, 20240514, 20240701, 20240703, 20240915, 20241019, 20241021, 20241209, 20241222]"
Giorgia Meloni,50491.0,43618.0,25403.0,1977-01-15T00:00:00Z,,Italy,Politician,"[20230115, 20231020, 20231202, 20250105, 20250417]"
Graham Potter,122564.0,2747.0,1732.0,1975-05-20T00:00:00Z,,United Kingdom,Celebrity,"[20230211, 20230218, 20230401, 20230907, 20231214, 20240430, 20241028, 20250106, 20250222]"
Greg Abbott,80322.0,72699.0,18418.0,1957-11-13T00:00:00Z,,United States,Politician,"[20230108, 20230123, 20230501, 20230507, 20240125, 20241116, 20250120, 20250325]"
Gretchen Whitmer,32102.0,44169.0,10224.0,1971-08-23T00:00:00Z,,United States,Politician,"[20230126, 20231104, 20240121, 20240622, 20240628, 20240823, 20250409]"
Gwyneth Paltrow,60339.0,20355.0,9364.0,1972-09-27T00:00:00Z,,United States,Entrepreneur,"[20230107, 20230125, 20230321, 20230503, 20230825, 20231019, 20240629, 20241201, 20250318, 20250319]"
Hakeem Jeffries,62892.0,48740.0,18966.0,1970-08-04T00:00:00Z,,United States,Politician,"[20230103, 20230208, 20240628, 20240822, 20241130, 20250103, 20250120]"
Harrison Ford,54816.0,31777.0,14657.0,1942-07-13T00:00:00Z,,United States,Celebrity,"[20230313, 20230518, 20240115, 20240712, 20241213, 20250210]"
Harry Kane,67371.0,21328.0,3608.0,1993-07-28T00:00:00Z,,United Kingdom,Celebrity,"[20230323, 20240616, 20240630, 20240706, 20240710, 20240714]"
Harry Styles,77051.0,43773.0,10081.0,1994-02-01T00:00:00Z,,United Kingdom,Celebrity,"[20230206, 20230326, 20231027, 20231110, 20240218, 20241016, 20241017]"
Hillary Clinton,90235.0,159510.0,29768.0,1947-10-26T00:00:00Z,,United States,Politician,"[20230815, 20240628, 20240721, 20240820, 20241103, 20250104, 20250120]"
Howard Schultz,6253.0,3248.0,1515.0,1953-07-19T00:00:00Z,,United States,Entrepreneur,"[20230329, 20240506, 20240813, 20250418, 20250528]"
Hugh Jackman,43746.0,44048.0,7564.0,1968-10-12T00:00:00Z,,Australia,Celebrity,[20230915]
Hunter Biden,392687.0,408157.0,24560.0,1970-02-04T00:00:00Z,,United States,Entrepreneur,"[20230620, 20231208, 20241202]"
Imran Khan,272676.0,159679.0,30579.0,1952-10-05T00:00:00Z,,Pakistan,Politician,"[20230509, 20230805, 20250503]"
Isabel Diaz,36525.0,64521.0,25648.0,1966-07-27T00:00:00Z,,Spain,Politician,"[20230712, 20231218, 20240422, 20240512, 20240529, 20240621, 20241118]"
Jack Dorsey,19120.0,6161.0,1171.0,1976-11-19T00:00:00Z,,United States,Entrepreneur,"[20230323, 20240212, 20240812]"
Jack Ma,23119.0,2302.0,2155.0,1964-09-10T00:00:00Z,,People's Republic of China,Entrepreneur,"[20230107, 20230925, 20250217]"
Jair Bolsonaro,71205.0,32663.0,11849.0,1955-03-21T00:00:00Z,,Brazil,Politician,"[20230503, 20230818, 20230915, 20240208, 20250219, 20250325, 20250411]"
Jamie Dimon,16286.0,11894.0,6847.0,1956-03-13T00:00:00Z,,United States,Entrepreneur,"[20230404, 20230501, 20240117, 20240408, 20241004, 20241125, 20250112, 20250407]"
Janet Yellen,137787.0,31102.0,3637.0,1946-08-13T00:00:00Z,,United States,Politician,"[20230113, 20230316, 20230507, 20230703, 20231016, 20240308, 20240626, 20240823, 20240923, 20241228, 20250116, 20250410]"
Jason Aldean,31245.0,43408.0,19471.0,1977-02-28T00:00:00Z,,United States,Celebrity,"[20230716, 20230719, 20240517, 20240719]"
Jason Kelce,26338.0,45470.0,14966.0,1987-11-05T00:00:00Z,,United States,Celebrity,"[20230129, 20230906, 20231121, 20240116, 20240304, 20241102, 20250402]"
Jeff Bezos,35655.0,45686.0,40158.0,1964-01-12T00:00:00Z,,United States,Entrepreneur,"[20230523, 20231103, 20240305, 20241222, 20250120, 20250414]"
Jennifer Aniston,56011.0,45448.0,15151.0,1969-02-11T00:00:00Z,,United States,Celebrity,[20231029]
Jennifer Lopez,86491.0,126768.0,34907.0,1969-07-24T00:00:00Z,,United States,Celebrity,"[20230512, 20240821, 20250527]"
Jerome Powell,110194.0,98540.0,41669.0,1953-02-04T00:00:00Z,,United States,Politician,"[20230201, 20230207, 20230726, 20231019, 20231201, 20240709, 20241204, 20241218, 20250319, 20250404, 20250416]"
Jill Biden,101951.0,84244.0,14679.0,1951-06-03T00:00:00Z,,United States,Celebrity,"[20230129, 20230206, 20230208, 20230404, 20230905, 20240308, 20240413, 20240628, 20240820, 20241106, 20241207, 20250120]"
Jim Jordan,92584.0,20238.0,4023.0,1964-02-17T00:00:00Z,,United States,Politician,"[20230103, 20240915]"
Jimmy Fallon,39373.0,38406.0,14399.0,1974-09-19T00:00:00Z,,United States,Celebrity,"[20230429, 20230907, 20231021, 20231123, 20240618, 20240810, 20241128, 20241205, 20241231]"
Jimmy Kimmel,35215.0,52032.0,9358.0,1967-11-13T00:00:00Z,,United States,Celebrity,"[20230313, 20230518, 20240103]"
Joe Biden,2111874.0,2489224.0,440975.0,1942-11-20T00:00:00Z,,United States,Politician,"[20240628, 20240721, 20241202, 20250518]"
Johnny Depp,79060.0,25819.0,7243.0,1963-06-09T00:00:00Z,,United States,Celebrity,"[20230516, 20230609, 20230816, 20231216, 20240209]"
Jordan Peterson,5901.0,5357.0,2927.0,1962-06-12T00:00:00Z,,Canada,Celebrity,"[20230312, 20230823, 20231007, 20231111, 20240303, 20240619, 20240723, 20241120, 20250526]"
Julian Alvarez,31053.0,42482.0,18204.0,2000-01-01T00:00:00Z,,Argentina,Celebrity,"[20230430, 20230517, 20230610, 20231222, 20240131, 20240417, 20240621, 20240710, 20250208, 20250304, 20250312]"
Justin Bieber,57289.0,52067.0,31640.0,1994-03-01T00:00:00Z,,Canada,Celebrity,"[20240509, 20240824]"
Justin Timberlake,39748.0,54031.0,6117.0,1981-01-31T00:00:00Z,,United States,Celebrity,[20240618]
Justin Trudeau,190036.0,165988.0,117260.0,1971-12-25T00:00:00Z,,Canada,Politician,"[20230802, 20250106]"
Kane Brown,36722.0,40150.0,14356.0,1993-10-21T00:00:00Z,,United States,Celebrity,"[20230403, 20240101, 20240620, 20240927, 20241007, 20250101]"
Kanye West,108068.0,68947.0,38606.0,1977-06-08T00:00:00Z,,United States,Celebrity,[20250203]
Karim Benzema,122500.0,7463.0,1937.0,1987-12-19T00:00:00Z,,France,Celebrity,"[20230221, 20230402, 20230412, 20230429, 20230517, 20230604, 20230824, 20231018, 20231230, 20241206, 20250107, 20250523]"
Kathy Hochul,66629.0,62809.0,28948.0,1958-08-27T00:00:00Z,,United States,Politician,"[20230710, 20240507, 20240903]"
Katy Perry,64796.0,61352.0,39085.0,1964-01-01T00:00:00Z,,United States,Celebrity,"[20230506, 20240520, 20240912, 20240928, 20250414]"
Keir Starmer,175333.0,476416.0,211383.0,1962-09-02T00:00:00Z,,United Kingdom,Politician,"[20230105, 20230215, 20230930, 20231010, 20231203, 20240522]"
Keith Urban,34025.0,72266.0,17600.0,1967-10-26T00:00:00Z,,United States and Australia,Celebrity,"[20230403, 20230522, 20231220, 20240206, 20240408, 20240521, 20240626, 20250101, 20250320, 20250509]"
Kelly Clarkson,62155.0,51593.0,28724.0,1982-04-24T00:00:00Z,,United States,Celebrity,"[20230210, 20230922, 20231014, 20231130, 20240514, 20240726, 20250506, 20250521]"
Kelsea Ballerini,37032.0,36464.0,22339.0,1993-09-12T00:00:00Z,,United States,Celebrity,"[20230214, 20230403, 20230811, 20230929, 20231109, 20240205, 20240408, 20240507, 20240517, 20241121, 20250211]"
Ken Griffin,7914.0,4992.0,1451.0,1968-10-15T00:00:00Z,,United States,Entrepreneur,"[20230123, 20230411, 20240425, 20240718, 20240811]"
Kendrick Lamar,33825.0,88467.0,70837.0,1987-06-17T00:00:00Z,,United States,Celebrity,"[20230206, 20240322, 20240405, 20240430, 20240620, 20240705, 20240908, 20241122, 20250203, 20250210]"
Kevin Costner,40597.0,42674.0,9904.0,1955-01-18T00:00:00Z,,United States,Celebrity,"[20230111, 20230503, 20231208]"
Kim Kardashian,129601.0,75968.0,38207.0,1980-10-21T00:00:00Z,,United States,Celebrity,"[20230502, 20230630, 20230920, 20240419, 20240506, 20240712, 20250203, 20250506, 20250513]"
King Charles,340150.0,248707.0,62729.0,1988-05-06T00:00:00Z,,United Kingdom,Politician,"[20240205, 20240318]"
Kylie Jenner,48301.0,30968.0,17301.0,1997-08-10T00:00:00Z,,United States,Celebrity,"[20230407, 20230905, 20240108, 20250106, 20250303]"
Lady Gaga,80836.0,86716.0,73508.0,1986-03-28T00:00:00Z,,United States,Celebrity,"[20230313, 20240726, 20250203, 20250326]"
Larry Ellison,6202.0,6991.0,7408.0,1944-08-17T00:00:00Z,,United States,Entrepreneur,"[20230113, 20230127, 20231120, 20240115, 20240324, 20240708, 20241122, 20241126, 20241203, 20241223, 20241229, 20250121]"
Larry Fink,5209.0,4734.0,3400.0,1952-11-02T00:00:00Z,,United States,Entrepreneur,"[20230315, 20240222, 20240326, 20241113, 20241229, 20250113, 20250123, 20250331, 20250407, 20250513]"
Larry Page,5754.0,4842.0,1534.0,1973-03-26T00:00:00Z,,United States,Entrepreneur,"[20230418, 20230713, 20230927, 20240403, 20250211, 20250317]"
Lewis Hamilton,73405.0,44704.0,24407.0,1984-11-21T00:00:00Z,,United Kingdom,Celebrity,[20240201]
Lionel Messi,84427.0,37155.0,9332.0,1987-06-24T00:00:00Z,,Argentina,Celebrity,"[20230722, 20230726, 20230820, 20231030, 20240505, 20240705, 20240715, 20241003, 20241016, 20241020, 20241206]"
Lisa Su,3622.0,3641.0,1047.0,1969-11-07T00:00:00Z,,United States and Taiwan,Entrepreneur,"[20230219, 20230710, 20230918, 20231127, 20231201, 20231204, 20231224, 20231226, 20240330, 20240805]"
Luis Diaz,41436.0,35385.0,10169.0,1957-11-06T00:00:00Z,,Colombia,Celebrity,"[20231028, 20231029, 20231117, 20240310, 20240901, 20241105]"
Luke Bryan,49446.0,72777.0,20379.0,1976-07-17T00:00:00Z,,United States,Celebrity,"[20230130, 20230522, 20231109, 20240202, 20240422, 20240520, 20241121, 20250101, 20250127, 20250421]"
Mackenzie Scott,3590.0,4108.0,766.0,1970-04-07T00:00:00Z,,United States,Entrepreneur,"[20230403, 20230424, 20240127, 20240319, 20250218]"
Mamata Banerjee,53115.0,78756.0,17273.0,1955-01-05T00:00:00Z,,India,Politician,"[20240314, 20240517, 20240604, 20240912]"
Marco Rubio,25046.0,55851.0,178478.0,1971-05-28T00:00:00Z,,United States,Politician,"[20240911, 20241112]"
Margot Robbie,80428.0,48688.0,4021.0,1990-07-02T00:00:00Z,,Australia,Celebrity,"[20230124, 20240707, 20240831, 20241103]"
Mariah Carey,43853.0,45213.0,14704.0,1969-03-27T00:00:00Z,,United States,Celebrity,"[20231101, 20240505, 20240826, 20240923, 20241101, 20250318]"
Marjorie Taylor Greene,68165.0,57597.0,11761.0,1974-05-27T00:00:00Z,,United States,Politician,"[20230208, 20240308, 20240322, 20240517, 20241004]"
Mark Rutte,39285.0,31069.0,23553.0,1967-02-14T00:00:00Z,,Netherlands,Politician,"[20230814, 20240222, 20240618, 20240626, 20240830, 20241001, 20241028, 20241104, 20241212, 20250301, 20250313]"
Mark Zuckerberg,90409.0,63830.0,47655.0,1984-05-14T00:00:00Z,,United States,Entrepreneur,"[20230324, 20230622, 20230706, 20240131, 20240305, 20240419, 20240827, 20250107]"
Martin Scorsese,58846.0,39152.0,12039.0,1942-11-17T00:00:00Z,,United States,Celebrity,"[20231006, 20240126, 20240218, 20240311, 20241117, 20250210]"
Matthew Miller,40262.0,51669.0,1072.0,1962-01-01T00:00:00Z,,United States,Celebrity,"[20240528, 20240815, 20240819, 20240827, 20240917, 20240927, 20241111, 20241125, 20241130, 20241229, 20250312, 20250407, 20250421]"
Max Verstappen,63138.0,38471.0,12264.0,1997-09-30T00:00:00Z,,Belgium and Netherlands,Celebrity,"[20230507, 20230723, 20230903, 20231007, 20240201, 20240324, 20240623, 20240721, 20241103, 20241124, 20241206, 20250501]"
Melania Trump,12321.0,50616.0,37684.0,1970-04-26T00:00:00Z,,United States and Slovenia,Celebrity,"[20231128, 20240110, 20240714, 20240719, 20240918, 20241003, 20241105, 20241206, 20250119, 20250426]"
Michael Cohen,80626.0,170142.0,4783.0,1970-12-13T00:00:00Z,,United States,Politician,"[20230330, 20230412, 20230721, 20231024, 20231207, 20240513, 20240718, 20250110]"
Michael Dell,4281.0,4999.0,1678.0,1965-02-23T00:00:00Z,,United States,Entrepreneur,"[20230319, 20230326, 20230508, 20230602, 20240103, 20240129, 20240617, 20240728, 20241110, 20250106, 20250323, 20250414, 20250527]"
Michael Jordan,65574.0,25117.0,14291.0,1972-01-01T00:00:00Z,,United States,Celebrity,"[20230129, 20230208, 20230512, 20230616, 20240810, 20250516, 20250521]"
Michelle Obama,28700.0,52171.0,19306.0,1964-01-17T00:00:00Z,,United States,Politician,"[20240531, 20240628, 20240721, 20240821, 20250109, 20250120]"
Mike Pence,155333.0,54392.0,13432.0,1959-06-07T00:00:00Z,,United States,Politician,"[20230124, 20230824, 20230928, 20231028, 20240315, 20250120]"
Miley Cyrus,62096.0,56248.0,25506.0,1992-11-23T00:00:00Z,,United States,Celebrity,"[20230113, 20240205]"
Miranda Lambert,41454.0,67703.0,17700.0,1983-11-10T00:00:00Z,,United States,Celebrity,"[20230425, 20230717, 20240101, 20240628, 20240927, 20241121, 20250101, 20250505, 20250509, 20250529]"
Mohamed Salah,68244.0,71435.0,30841.0,1992-06-15T00:00:00Z,,Egypt,Celebrity,"[20230221, 20230305, 20231112, 20231223, 20240817, 20240901, 20241020, 20241124, 20241201, 20241222, 20250201, 20250308, 20250411]"
Morgan Wallen,59591.0,109403.0,43479.0,1993-05-13T00:00:00Z,,United States,Celebrity,"[20230812, 20231109, 20240101, 20240408, 20241121, 20250124, 20250330]"
Mukesh Ambani,19559.0,35693.0,7322.0,1957-04-19T00:00:00Z,,India,Entrepreneur,"[20230826, 20231028, 20240521, 20240808, 20240820, 20240929, 20241019, 20241025]"
Nancy Pelosi,86986.0,91852.0,15909.0,1940-03-26T00:00:00Z,,United States,Politician,"[20230208, 20230908, 20230929, 20231004, 20240308, 20240628, 20240710, 20240820, 20241213, 20250120, 20250305]"
Narendra Modi,458322.0,427139.0,129871.0,1950-09-17T00:00:00Z,,India,Politician,"[20230528, 20230917, 20231014, 20231119, 20240604]"
Nawaz Sharif,64179.0,54743.0,5648.0,1949-12-25T00:00:00Z,,Pakistan,Politician,"[20230205, 20230805, 20231021, 20231221, 20240330, 20240924, 20241018, 20241103, 20241112]"
Nicki Minaj,67536.0,44747.0,4677.0,1982-12-08T00:00:00Z,,Trinidad and Tobago,Celebrity,"[20230913, 20231208, 20240525]"
Nicole Kidman,36365.0,59819.0,26321.0,1967-06-20T00:00:00Z,,United States and Australia,Celebrity,"[20230312, 20231116, 20240428, 20240628, 20241023]"
Nigel Farage,32398.0,95682.0,36918.0,1964-04-03T00:00:00Z,,United Kingdom,Politician,"[20230516, 20230620, 20230629, 20230718, 20231119, 20240522, 20240603, 20250502]"
Novak Djokovic,189853.0,44805.0,11327.0,1987-05-22T00:00:00Z,,Serbia,Celebrity,"[20230129, 20230419, 20230609, 20230611, 20230716, 20240114, 20240126, 20240312, 20240409, 20240510, 20240522, 20240804, 20241005, 20250218, 20250409, 20250426, 20250521]"
Olaf Scholz,94113.0,81486.0,28189.0,1968-03-11T00:00:00Z,,Germany,Politician,"[20230410, 20230904, 20240131, 20241106, 20241216, 20250209, 20250505]"
Olivia Rodrigo,41385.0,44800.0,12890.0,2003-02-20T00:00:00Z,,United States,Celebrity,"[20230206, 20230630, 20230811, 20230908, 20230913, 20240205, 20240322, 20240914, 20250203]"
Oprah Winfrey,57501.0,50393.0,9953.0,1954-01-29T00:00:00Z,,United States,Entrepreneur,"[20240104, 20240205, 20240822, 20250303]"
Paris Hilton,47651.0,25781.0,17801.0,1981-02-17T00:00:00Z,,United States,Celebrity,"[20230125, 20231124, 20250109]"
Patrick Mahomes,61932.0,72142.0,27537.0,1995-09-17T00:00:00Z,,United States,Celebrity,"[20230121, 20230917, 20230924, 20231022, 20231029, 20240128, 20240211, 20241020, 20241215, 20250209]"
Pep Guardiola,45916.0,34432.0,10575.0,1971-01-18T00:00:00Z,,Spain,Celebrity,"[20230407, 20230517, 20230610, 20240126, 20240519, 20241201, 20241221, 20250219, 20250517]"
Pete Buttigieg,43360.0,45344.0,7217.0,1982-01-19T00:00:00Z,,United States,Politician,"[20230111, 20231103, 20231108, 20240326, 20240628, 20240721, 20240822, 20241104, 20250130, 20250313]"
Peter Thiel,6188.0,9727.0,3863.0,1967-10-11T00:00:00Z,,United States and Germany,Entrepreneur,"[20230310, 20230324, 20230426, 20231019, 20240202, 20240715, 20240816, 20241213]"
Pierre Poilievre,33910.0,45381.0,68080.0,1979-06-03T00:00:00Z,,Canada,Politician,"[20230523, 20231017, 20240309, 20240430, 20240606, 20240904, 20241106, 20241216, 20241228, 20250103, 20250106, 20250429]"
Pope Francis,439989.0,325595.0,857582.0,1936-12-17T00:00:00Z,2025-04-21T00:00:00Z,Argentina,Politician,"[20250420, 20250421, 20250518]"
